Whichofthefollowingsocialmediaplatformsdoyouregularlyuse,Whichdevicedoyoucommonlyusewhenaccessingsocialmediaplatforms,HowlonghaveyoubeenonFacebook,HowlonghaveyoubeenonInstagram,HowmanydaysperweekdoyouaccessFacebook,HowmanydaysperweekdoyouaccessInstagram,HowmuchtimeperdaydoyouspendonFacebook,HowmuchtimeperdaydoyouspendonInstagram,HowmanyfriendsdoyouhaveonFacebook,HowmanyfollowersdoyouhaveonInstagram,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M12B,M14,M15,M16,M16B,M18,M19,M20,M21,M22,M22B,A1,A2,A3,A4,A5,A6,A7,A8,A9,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34,I35,I36,I37,I38,C1,C2,C3,C4,C5,C6,C7,CON1,CON2,CON3,CON4,CON5,IMP1,IMP2,IMP3,IMP4,IMP5,Whatisyourage,Age3Groups,Gender,WhatisyourestimatedmonthlyincomeInUSD,Whatisyourhighesteducationlevelachieved,Whatisyourcurrentemploymentstatus,Whatsyourmaritalstatus,Pos,Non,Env,View,SMEngagement,CreationSMContent,SMADV,SMBGC,SMUGC,Firstmatfactor,Secondmatfactor,Thirdmatfactor,Fourthmatfactor,Fifthmatfactor,Att1,Att2,Att3,Att4,Att5,Att6,Att7,SMI1,SMI2,SMI3,SMI4,SMI5,SMI6,SMI7,csummatedscale,consummatedscale,impsummatedscale,matsummated,smisummated,SMCSummated
Facebook,Smartphones,5,5,5,4,5,4,5,5,4,4,4,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,2,3,2,2,3,2,2,4,2,4,3,4,4,4,2,4,2,3,4,3,2,4,3,4,3,2,3,2,2,3,3,4,3,2,4,3,4,3,2,3,3,3,2,4,3,2,2,4,4,4,3,2,4,2,4,3,3,4,4,3,3,3,4,4,3,4,2,3,2,2,3,2,1,Female,0,2,Student,Never married,3.67,3.14,3.57,2.86,3.15,3.00,4.00,2.60,3.30,3.80,3.40,3.25,3.00,3.80,4.00,4.00,2.80,2.40,3.00,3.75,3.00,2.80,3.20,2.60,3.20,3.00,2.80,3.13,3.43,3.60,2.40,3.46,3.06,3.28
Facebook,Smartphones,5,5,5,5,5,5,5,5,3,4,4,3,3,4,3,4,3,4,3,3,4,4,3,4,3,3,3,3,4,3,4,4,3,4,4,3,4,4,3,3,3,3,3,3,2,4,4,4,3,2,2,4,4,3,3,3,3,3,3,2,2,2,2,4,4,4,2,3,4,3,2,3,4,4,4,3,4,4,3,4,4,3,2,4,2,2,4,2,4,4,3,4,3,2,2,4,2,2,3,4,4,3,4,3,4,3,3,3,3,4,4,2,3,2,2,3,1,Male,3,4,Employed part time (up to 39 hours per week),Never married,3.44,3.57,3.29,3.00,2.69,3.29,3.56,3.10,3.00,3.40,3.60,3.50,3.25,3.40,3.60,3.50,2.80,3.40,3.25,3.00,2.50,2.80,3.20,3.40,3.60,3.00,3.20,2.75,3.57,3.20,2.60,3.43,2.85,3.21
Facebook,Computers,5,5,5,5,5,5,5,5,3,3,3,4,3,3,4,4,3,3,4,4,3,4,3,3,4,3,4,4,3,3,4,4,4,4,4,4,3,3,4,3,2,2,4,4,3,3,3,4,4,2,4,4,2,2,2,4,3,3,3,3,3,2,2,3,4,3,3,3,3,4,3,2,4,3,4,2,2,4,2,4,4,3,3,3,2,2,2,2,4,4,4,3,4,2,3,2,3,4,4,3,3,3,4,4,4,3,4,3,3,3,2,4,3,3,3,4,2,Female,8,6,Self-employed,Married,3.33,3.43,3.57,2.57,3.15,3.00,3.67,3.10,3.00,3.20,3.40,3.75,3.25,3.60,4.00,3.25,3.00,3.20,3.00,3.00,3.00,2.80,3.20,3.20,2.80,3.00,2.80,3.13,3.57,3.20,3.00,3.44,2.94,3.24
Facebook,Smartphones,5,4,4,3,5,4,5,5,4,4,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,3,3,3,4,2,3,4,4,4,2,3,3,4,4,2,4,4,3,4,3,3,2,4,4,3,3,4,3,4,3,2,2,4,3,3,2,4,3,2,3,4,2,2,2,3,2,2,2,3,2,3,3,4,4,3,3,2,2,4,3,4,3,3,4,4,3,3,3,3,4,4,3,4,2,2,4,2,4,2,1,Male,4,2,Student,Never married,3.67,3.86,3.57,3.43,2.62,2.94,3.44,3.30,3.30,3.60,3.60,4.00,3.75,3.60,3.60,3.25,3.40,3.20,3.50,3.25,3.00,3.40,3.00,3.00,2.60,2.20,3.00,3.13,3.29,3.60,2.80,3.70,2.92,3.34
Instagram,Smartphones,5,5,5,5,4,5,4,5,4,3,4,3,4,4,4,3,4,3,4,4,4,3,4,3,3,4,3,3,3,3,4,4,3,3,4,4,4,4,3,3,2,2,3,2,3,4,2,3,2,4,3,4,2,2,4,3,4,3,4,3,2,2,2,4,3,2,3,4,3,4,4,3,4,2,4,2,4,4,4,3,4,2,2,3,3,2,2,2,2,4,3,4,4,4,4,2,2,3,4,4,4,4,3,3,3,3,3,3,4,4,4,3,3,2,3,3,1,Female,5,4,Employed part time (up to 39 hours per week),Never married,3.67,3.57,3.29,2.29,3.08,3.35,3.56,2.70,3.20,3.60,3.60,3.75,3.50,3.20,3.60,3.50,2.40,3.00,2.75,3.50,3.50,2.60,3.20,3.40,3.40,2.80,2.40,3.25,3.57,3.40,3.00,3.51,2.94,3.14
Facebook,Smartphones,5,1,5,1,5,1,5,1,3,4,4,3,4,3,3,3,3,4,4,4,4,3,3,3,3,4,3,4,4,3,4,3,4,4,4,3,3,4,4,3,3,2,3,3,2,3,4,3,2,3,3,3,4,3,3,3,3,3,4,4,4,4,3,2,2,4,3,2,4,2,3,4,2,4,2,3,2,2,4,2,2,4,4,4,2,3,3,3,2,2,4,4,2,4,4,3,4,2,3,3,3,4,3,4,4,3,4,4,3,4,4,4,2,3,3,5,2,Female,6,5,Employed Full Time (40 or more hours per week),Married,3.33,3.57,3.57,3.29,3.08,2.94,3.56,2.80,3.30,3.60,3.20,3.75,3.25,3.60,3.60,3.50,2.60,3.00,3.25,3.00,4.00,3.00,3.00,3.00,2.60,3.20,2.60,3.38,3.43,3.60,3.20,3.49,3.13,3.21
Facebook,Tablets,5,5,5,5,5,5,5,5,4,4,4,3,4,3,3,3,3,3,3,3,4,3,4,3,4,3,4,4,4,3,3,4,4,3,4,4,4,3,3,4,2,4,4,3,3,3,4,2,3,3,2,3,4,3,2,2,4,3,4,4,2,2,3,4,2,4,4,2,3,3,3,3,3,2,2,3,4,2,4,2,4,3,2,3,3,3,3,4,3,2,2,3,4,4,4,2,2,2,4,3,3,4,4,3,3,4,4,3,3,3,2,3,2,2,3,3,1,Male,4,5,Employed Full Time (40 or more hours per week),Married,3.44,3.29,3.57,2.29,3.00,3.18,3.67,3.10,3.10,3.80,3.00,3.25,3.50,3.60,3.80,3.50,3.20,3.00,3.00,2.75,4.00,2.60,3.20,2.60,3.00,3.00,3.00,2.88,3.43,3.40,2.40,3.43,2.88,3.28
Youtube,Smartphones,5,5,5,5,4,4,5,4,3,4,3,4,4,4,4,3,4,4,3,4,4,3,4,3,3,3,3,4,4,3,3,4,3,4,4,3,4,3,3,3,2,3,2,4,4,2,2,4,4,3,4,4,3,3,3,3,3,4,3,4,4,2,4,4,4,2,2,2,2,3,3,3,3,2,2,4,3,2,4,4,3,4,4,2,2,2,4,2,3,2,3,4,4,2,4,2,3,2,3,3,3,4,4,3,4,3,4,4,3,3,2,2,3,3,3,4,2,Male,4,5,Employed part time (up to 39 hours per week),Married,3.67,3.57,3.29,2.86,2.85,2.94,3.44,3.00,3.40,3.60,3.80,3.50,3.25,3.40,3.60,3.25,3.00,3.00,3.50,3.25,3.50,3.60,2.20,2.60,3.40,3.00,2.60,3.00,3.43,3.40,2.60,3.51,2.85,3.28
Instagram,Smartphones,5,5,5,5,5,5,5,5,3,4,3,3,4,4,3,3,3,4,3,3,4,4,3,3,3,3,3,3,4,3,3,4,4,4,3,3,3,3,4,4,2,3,4,4,2,2,2,4,4,2,4,3,3,3,4,2,2,2,2,4,2,3,2,3,2,3,2,4,4,4,4,2,3,2,4,3,3,3,3,3,2,4,3,3,2,2,4,3,2,2,2,3,4,2,2,3,2,2,4,3,4,3,4,3,4,4,3,3,3,3,3,4,4,4,4,3,1,Male,6,5,Self-employed,Never married,3.33,3.43,3.14,2.43,2.85,2.71,3.56,2.90,2.90,3.40,3.40,3.50,3.00,3.20,3.60,3.50,3.00,2.80,3.25,2.50,3.00,2.40,3.40,3.00,3.00,2.80,2.60,2.50,3.57,3.20,3.80,3.30,2.65,3.10
Instagram,Smartphones,5,5,4,5,3,5,3,4,4,3,4,3,4,4,4,3,3,3,4,4,3,3,4,4,3,3,4,4,3,4,4,3,3,4,3,4,4,3,3,4,4,3,4,3,3,4,2,4,4,4,4,2,4,2,2,4,3,2,3,2,2,2,4,2,4,4,4,4,4,3,4,3,2,4,4,4,4,4,2,3,2,4,3,3,2,2,3,4,3,4,4,3,4,3,4,3,2,2,4,3,3,4,3,4,4,3,3,4,4,4,2,4,3,2,2,2,1,Female,3,2,Employed part time (up to 39 hours per week),Never married,3.56,3.57,3.57,3.29,3.23,3.12,3.44,3.50,2.80,3.60,3.40,3.50,3.50,3.80,3.40,3.50,3.40,3.60,3.00,2.75,2.50,2.80,3.80,3.40,3.40,2.80,3.20,3.13,3.57,3.60,2.60,3.57,3.19,3.24
Facebook,Smartphones,5,5,5,5,5,4,5,5,4,3,4,4,3,3,3,4,3,3,3,4,4,4,4,4,3,3,4,3,3,3,4,4,4,3,4,3,3,4,3,4,3,4,2,3,3,2,3,2,2,3,3,3,3,3,2,4,2,2,3,2,4,4,2,4,4,2,2,4,3,2,3,4,2,3,2,4,3,3,4,3,3,3,2,3,2,4,3,2,2,2,4,3,2,3,4,4,2,2,3,4,3,3,4,4,3,3,3,4,4,4,4,2,2,4,2,2,1,Male,0,2,Student,Never married,3.44,3.71,3.29,3.29,2.69,3.06,3.56,2.70,2.70,3.60,3.20,3.75,3.50,3.40,3.60,3.50,3.00,2.40,3.00,2.50,2.50,3.60,2.60,2.80,3.40,2.60,2.60,3.00,3.43,3.60,2.80,3.48,2.92,2.97
Instagram,Smartphones,5,4,4,4,5,4,5,4,4,4,4,3,3,4,3,4,3,4,4,4,3,3,4,3,4,4,4,3,4,4,3,3,3,4,4,3,3,4,4,3,4,3,2,3,4,2,3,3,4,3,3,2,2,4,4,3,3,4,4,3,3,2,2,4,4,2,2,2,3,2,2,2,4,3,3,2,4,2,3,4,2,4,3,2,3,4,3,4,2,3,4,2,4,4,3,2,4,4,3,3,3,3,4,3,3,4,4,3,4,3,4,2,4,3,2,2,1,Male,2,4,Employed part time (up to 39 hours per week),Never married,3.56,3.57,3.71,2.43,3.15,3.06,3.44,3.10,3.20,3.60,3.60,3.50,3.75,3.60,3.40,3.50,3.20,3.00,2.75,3.50,3.50,3.00,2.20,2.80,3.00,2.80,3.20,3.38,3.14,3.60,3.00,3.61,3.01,3.24
Facebook,Smartphones,5,5,5,4,4,3,5,3,3,3,4,3,3,3,4,3,3,3,4,3,3,4,3,4,4,4,3,4,3,3,4,3,4,4,4,3,4,3,3,3,3,4,3,4,4,4,3,3,3,2,2,4,4,3,2,4,4,3,2,3,2,3,3,2,2,3,4,4,3,2,3,4,2,3,3,4,4,2,4,2,4,4,2,2,2,4,3,4,3,4,4,2,3,2,2,4,3,2,3,3,4,4,4,4,3,4,4,3,3,3,3,2,3,2,3,4,2,Male,5,4,Employed Full Time (40 or more hours per week),Married,3.22,3.43,3.57,3.29,2.92,2.82,3.44,3.30,3.10,3.20,3.20,3.50,3.75,3.40,3.60,3.25,3.60,3.00,3.25,3.25,2.50,2.40,3.20,3.00,3.20,2.80,3.60,2.75,3.57,3.40,2.60,3.41,2.96,3.28
Facebook,Tablets,5,5,5,5,5,5,5,5,3,3,3,3,4,4,3,3,4,3,4,4,4,4,4,3,4,4,4,4,3,4,3,3,3,3,3,3,4,4,3,3,2,2,2,3,3,2,3,4,4,2,3,4,4,4,3,2,2,2,2,2,4,2,3,4,3,2,2,2,3,4,2,2,2,4,3,3,3,4,3,4,3,4,2,2,2,2,4,4,2,2,2,4,4,3,4,4,4,3,3,4,4,3,3,4,3,4,3,3,4,4,2,2,2,3,4,2,1,Female,1,2,Student,Never married,3.33,3.71,3.71,3.14,3.23,2.71,3.22,2.70,2.80,3.20,3.40,4.00,3.75,3.60,3.00,3.50,2.40,3.00,3.75,2.25,2.00,3.20,2.60,2.60,3.40,2.60,2.80,3.50,3.43,3.60,2.60,3.59,3.11,2.90
Facebook,Smartphones,5,5,5,5,5,5,5,5,3,4,4,3,4,4,3,3,3,4,3,3,3,4,3,4,4,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,2,4,2,2,3,3,2,3,3,2,4,3,4,4,4,2,3,2,2,4,4,4,2,4,3,3,3,2,4,2,4,4,3,3,3,4,3,4,2,4,2,4,4,2,2,4,2,4,2,4,4,4,2,3,2,2,2,2,3,3,3,4,4,4,4,4,3,4,3,4,2,4,3,3,2,3,1,Male,1,3,Student,Never married,3.44,3.43,3.14,3.29,2.92,3.12,3.89,2.60,3.20,3.60,3.40,3.25,3.50,3.00,3.80,4.00,2.60,2.60,3.75,2.75,3.00,3.40,2.80,3.40,3.40,2.80,3.20,2.63,3.57,3.60,2.80,3.34,3.03,3.21
Instagram,Smartphones,5,4,5,5,4,2,4,2,4,4,3,4,4,3,4,4,3,3,3,4,4,3,3,3,4,3,4,4,4,4,3,3,4,4,3,3,4,3,3,3,3,2,2,2,3,3,3,4,2,3,4,2,4,2,4,2,2,3,4,2,3,3,4,2,2,2,4,3,3,3,2,3,2,3,2,4,4,4,3,4,3,2,3,2,2,2,4,3,3,2,3,3,4,3,3,3,4,3,4,4,3,4,3,3,4,4,3,3,3,3,2,3,4,4,4,3,1,Male,4,5,Self-employed,Never married,3.67,3.29,3.71,3.14,3.15,2.71,3.33,2.70,2.90,3.80,3.40,3.50,3.25,3.80,3.40,3.25,2.40,3.00,3.00,2.75,3.00,2.80,3.00,2.40,3.80,2.40,2.80,3.25,3.57,3.20,3.40,3.56,3.04,2.97
Line,Tablets,5,5,5,5,4,5,5,5,3,3,4,4,4,4,3,3,3,3,3,4,4,4,3,3,4,4,3,4,4,4,3,3,4,4,4,4,3,3,4,4,2,4,3,4,3,3,3,2,3,2,4,4,3,3,3,3,3,3,2,2,4,4,4,3,3,4,2,2,3,4,2,4,2,4,3,4,3,4,2,4,3,3,2,3,3,4,4,4,2,4,4,2,4,4,3,3,4,2,4,4,4,4,3,3,4,4,4,3,3,3,4,2,4,4,4,3,1,Female,5,3,Student,Never married,3.44,3.43,3.71,3.86,3.08,3.12,3.67,2.90,3.00,3.60,3.20,3.75,3.50,3.60,3.80,3.50,3.20,2.60,3.50,3.00,2.00,3.60,3.00,3.00,3.40,2.80,3.60,3.25,3.71,3.40,3.60,3.53,3.31,3.17
Instagram,Smartphones,5,5,1,5,1,2,5,3,3,4,4,4,4,3,3,3,3,4,3,4,3,4,3,4,4,3,3,4,3,4,4,3,3,3,3,4,3,4,3,3,3,2,3,2,2,3,2,4,4,3,3,2,3,3,4,2,4,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,3,3,2,2,3,4,3,2,2,4,3,3,3,2,2,3,2,3,3,2,4,2,3,2,2,3,3,4,3,4,4,3,4,3,4,4,3,4,3,2,3,4,4,4,2,Female,1,2,Employed part time (up to 39 hours per week),Never married,3.44,3.57,3.57,2.71,2.46,2.71,3.22,2.80,3.00,3.80,3.20,3.50,3.50,3.60,3.20,3.25,2.40,3.20,2.75,3.25,3.00,2.80,2.20,2.40,2.80,3.00,2.40,2.63,3.57,3.60,3.20,3.53,2.60,3.00
Youtube,Smartphones,5,5,5,5,4,4,5,4,4,4,3,4,4,4,4,4,3,4,3,3,3,4,3,4,3,3,4,3,3,3,3,4,4,3,3,3,3,4,4,4,3,3,3,2,3,2,2,2,2,3,3,3,3,4,4,2,2,3,4,2,2,4,4,2,2,3,4,4,3,4,4,2,3,3,4,2,3,2,4,4,4,3,3,4,3,2,2,3,3,2,3,2,4,2,3,2,3,2,3,4,3,4,3,3,3,3,3,4,4,4,3,4,3,3,4,4,2,Female,4,5,Employed part time (up to 39 hours per week),Married,3.78,3.43,3.14,2.71,3.23,2.82,3.56,2.50,3.00,3.80,3.80,3.25,3.25,3.20,3.40,3.75,2.80,2.20,3.25,2.75,3.00,2.80,3.60,3.20,3.00,3.40,2.40,2.63,3.29,3.60,3.40,3.45,2.94,3.00
Youtube,Smartphones,5,5,4,5,5,5,5,5,4,4,3,4,4,4,3,4,3,3,3,3,4,3,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,3,4,3,4,2,2,3,4,4,4,4,2,3,4,4,4,4,2,4,4,2,2,4,4,3,4,2,3,2,2,2,2,2,3,4,3,3,4,2,4,2,4,3,3,2,4,2,3,3,4,4,3,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,2,4,3,2,4,3,2,Female,3,4,Employed part time (up to 39 hours per week),Never married,3.67,3.29,3.86,3.57,3.00,3.12,3.67,3.40,3.30,3.80,3.40,3.25,3.75,3.80,3.60,3.75,3.00,3.80,3.25,3.50,3.00,3.40,2.20,2.80,3.00,3.20,3.20,3.75,3.57,3.60,3.00,3.60,3.23,3.45
Line,Smartphones,5,2,3,5,2,5,5,4,3,4,4,3,4,3,3,4,4,4,3,4,3,3,3,3,4,3,3,4,3,4,3,3,3,4,3,3,4,3,3,4,2,4,3,4,3,3,3,2,2,2,4,3,3,3,2,2,3,3,4,4,4,3,3,4,4,3,3,4,3,3,4,2,4,4,3,3,4,3,2,2,2,4,3,4,3,2,4,4,4,2,3,4,3,2,3,4,2,3,3,4,3,4,4,4,3,4,3,4,3,4,2,4,4,3,2,2,1,Male,2,3,Student,Never married,3.56,3.29,3.43,3.29,2.92,3.24,3.33,2.80,3.10,3.60,3.60,3.25,3.25,3.40,3.20,3.50,3.20,2.40,3.25,2.50,4.00,3.60,3.20,3.40,2.80,3.20,3.20,3.00,3.57,3.60,3.00,3.42,3.08,3.07
Line,Tablets,5,4,5,5,5,3,2,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,3,3,3,3,4,3,4,3,3,2,4,4,3,4,2,2,3,3,3,2,2,3,4,2,3,4,4,3,4,4,3,4,3,3,3,4,4,2,2,3,3,3,2,4,2,4,2,2,4,3,2,2,3,3,4,4,3,4,2,4,3,3,4,3,4,3,4,3,3,3,4,4,4,3,3,4,3,3,4,4,2,3,4,3,4,2,Male,5,5,Employed part time (up to 39 hours per week),Married,3.22,3.29,4.00,3.00,3.08,3.18,3.22,3.00,3.10,3.40,3.00,3.50,3.50,4.00,3.20,3.25,3.40,2.60,2.75,3.25,3.50,3.40,3.00,3.00,2.80,2.60,3.40,3.50,3.43,3.40,3.20,3.50,3.11,3.10
Line,Tablets,5,4,5,5,5,3,2,3,4,3,4,4,3,4,3,3,3,3,4,3,4,3,4,4,3,3,4,3,3,3,4,3,4,4,3,4,4,4,3,4,3,3,2,4,4,2,4,3,4,2,4,3,2,4,4,4,3,2,3,4,2,3,4,2,4,3,2,2,4,2,3,3,4,2,3,3,4,3,3,3,4,2,4,4,4,3,3,4,2,4,2,3,2,3,3,2,4,2,3,3,3,3,3,4,3,3,3,3,4,3,3,3,2,2,2,4,2,Male,5,5,Employed part time (up to 39 hours per week),Married,3.44,3.57,3.29,2.86,3.00,3.06,3.67,3.10,3.30,3.60,3.20,3.50,3.50,3.40,3.60,3.75,3.20,3.00,3.25,3.25,3.50,3.00,2.60,3.00,3.20,3.60,3.20,2.63,3.14,3.20,2.40,3.43,3.00,3.34
Instagram,Computers,5,5,5,5,4,4,5,5,4,4,4,3,3,4,3,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,3,4,2,2,4,4,2,4,2,3,3,3,3,3,4,2,4,4,4,4,2,4,4,2,3,2,4,2,3,3,2,2,4,2,3,4,3,4,3,3,2,4,2,3,4,4,2,2,2,2,3,3,4,3,3,2,4,3,3,3,3,4,4,4,3,3,4,3,3,3,4,3,3,4,3,4,3,3,1,Male,3,4,Self-employed,Never married,3.67,3.71,3.86,3.29,2.85,2.82,3.56,2.90,3.40,3.60,3.80,3.50,3.75,4.00,3.40,3.75,2.80,3.00,3.00,4.00,3.00,3.00,2.40,3.20,3.20,3.00,2.40,3.13,3.57,3.20,3.40,3.75,2.95,3.28
TikTok,Smartphones,5,5,4,5,4,5,5,5,3,4,3,4,4,4,3,3,4,3,3,4,3,4,4,3,4,3,3,3,4,4,3,4,3,3,4,4,3,3,4,4,4,4,4,3,2,3,3,2,3,4,2,2,2,3,2,2,4,2,3,3,2,3,2,2,3,3,3,3,4,2,3,3,3,3,3,4,3,2,2,3,4,2,2,4,2,2,3,3,3,2,4,2,2,4,2,3,2,4,4,4,3,3,3,3,4,3,3,4,3,3,3,4,3,2,3,3,1,Female,1,4,Unemployed,Never married,3.56,3.43,3.43,2.71,2.92,2.76,3.56,3.20,2.50,3.60,3.40,3.50,3.50,3.40,3.60,3.50,3.40,3.00,2.25,2.50,3.00,2.40,3.00,3.00,2.80,2.80,2.60,2.88,3.43,3.20,3.00,3.47,2.84,3.07
Line,Smartphones,5,5,5,5,5,5,5,5,3,3,3,3,4,4,4,3,3,3,4,4,4,3,4,4,3,4,4,3,3,3,4,3,3,3,3,4,4,3,3,4,3,4,2,4,2,3,3,2,4,4,2,4,4,3,4,4,2,4,2,4,2,3,4,4,4,2,2,2,3,4,4,4,3,4,3,4,4,3,4,4,3,3,4,4,4,2,3,4,4,2,4,3,4,2,2,3,4,2,3,3,4,4,3,4,4,4,4,4,3,4,3,4,2,4,2,2,1,Female,2,4,Student,Never married,3.33,3.71,3.43,3.14,3.00,3.47,3.33,3.10,3.30,3.20,3.40,3.75,3.75,3.40,3.20,3.50,3.00,3.20,3.25,3.50,3.00,3.40,2.60,3.60,3.80,3.60,3.00,3.00,3.57,3.80,3.00,3.49,3.13,3.24
Facebook,Smartphones,5,5,5,5,5,5,5,5,4,4,4,3,3,3,4,4,3,3,3,4,3,4,3,3,4,4,4,3,4,3,4,4,4,3,3,3,3,4,4,4,2,4,4,2,2,4,3,4,4,4,3,4,2,4,2,2,2,3,2,4,4,4,4,4,3,2,4,4,3,2,3,4,2,4,4,2,2,3,3,3,4,3,3,4,2,2,2,2,2,2,4,2,3,4,3,4,3,4,3,4,4,4,3,3,3,4,3,3,4,3,2,3,4,4,4,3,1,Male,3,4,Employed part time (up to 39 hours per week),Never married,3.56,3.29,3.71,3.43,3.23,2.88,3.56,3.30,2.80,3.60,3.40,3.50,3.50,3.60,3.40,3.75,2.80,3.80,3.25,2.25,3.00,3.80,3.00,3.40,2.60,3.20,2.00,3.38,3.43,3.40,3.40,3.52,3.19,3.21
Facebook,Smartphones,5,5,5,5,5,4,5,5,3,4,3,4,4,3,3,3,3,4,4,3,3,3,3,4,3,3,4,3,4,3,4,3,3,4,4,3,4,3,3,3,2,3,2,2,2,3,4,4,3,4,4,2,3,3,4,2,2,4,3,3,3,3,3,4,2,2,4,2,2,2,3,2,3,3,4,2,4,4,2,4,2,4,4,3,2,2,3,3,2,4,4,3,2,3,4,3,4,4,3,3,3,3,4,4,3,4,4,4,3,4,2,3,3,4,2,6,3,Male,0,2,Student,Never married,3.33,3.43,3.43,3.00,3.23,2.76,3.33,2.90,3.00,3.60,3.20,3.25,3.25,3.60,3.40,3.25,2.20,3.60,3.00,3.00,3.00,3.00,2.40,3.00,3.20,3.00,2.80,3.38,3.29,3.80,2.80,3.40,3.09,3.07
Whatsapp,Smartphones,5,5,5,5,5,5,5,5,4,3,4,3,4,3,3,3,4,4,4,4,3,3,4,4,4,3,4,3,4,4,3,4,4,4,4,3,4,4,3,3,4,4,4,2,2,4,2,4,2,2,4,4,3,2,3,2,3,3,2,4,4,4,3,3,2,3,4,4,2,2,4,2,3,3,3,4,2,2,2,4,3,4,4,4,2,2,4,4,2,4,4,2,4,3,2,2,3,2,3,3,4,3,3,3,3,3,4,3,4,4,3,2,3,2,3,7,3,Male,5,4,Self-employed,Never married,3.44,3.71,3.57,3.43,3.15,2.71,3.67,3.00,3.00,3.60,3.40,3.50,3.75,3.60,3.80,3.50,3.20,2.80,3.25,2.75,3.00,3.20,3.00,3.00,2.80,3.40,3.20,2.75,3.14,3.60,2.60,3.58,3.08,3.21
Facebook,Smartphones,5,5,4,3,5,4,5,5,4,4,4,3,3,4,3,3,3,4,4,3,4,3,4,4,4,3,3,4,3,4,3,4,4,3,4,3,3,3,3,3,2,2,4,3,4,2,3,2,3,4,2,4,4,4,3,4,4,3,2,4,2,4,2,3,2,4,2,3,4,2,3,4,4,4,2,3,4,4,3,4,2,4,4,2,2,2,4,4,4,4,2,4,3,2,4,3,3,3,3,3,4,4,3,4,4,3,3,4,4,4,4,4,3,3,2,7,3,Female,4,3,Employed part time (up to 39 hours per week),Never married,3.44,3.71,3.43,3.14,3.15,3.06,3.33,2.90,3.40,3.60,3.40,3.50,3.75,3.40,3.60,3.00,3.00,2.80,3.50,3.50,3.00,2.60,3.00,3.40,3.60,2.80,3.60,3.00,3.57,3.60,3.20,3.53,3.13,3.21
Facebook,Smartphones,5,5,5,5,5,5,5,5,3,4,3,4,4,4,3,3,3,3,3,3,3,3,4,4,4,3,3,4,3,3,3,3,4,4,4,3,4,3,4,4,4,2,3,4,4,2,4,2,3,2,4,4,2,2,3,3,4,3,2,4,3,4,3,3,4,4,4,3,4,3,4,2,4,3,2,2,3,3,4,3,3,2,2,4,4,4,2,2,3,4,4,3,3,4,3,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,4,3,7,3,Female,1,3,Student,Never married,3.44,3.29,3.29,3.00,3.00,3.53,3.67,3.00,3.10,3.60,3.20,3.00,3.75,3.20,3.60,3.75,3.40,2.60,3.00,3.25,3.00,3.40,3.60,3.00,3.00,3.00,3.00,3.13,3.29,4.00,3.20,3.34,3.13,3.24
Facebook,Smartphones,5,5,5,5,4,4,5,4,3,3,4,4,3,3,3,3,3,4,4,4,3,4,3,4,3,3,4,3,4,4,3,3,3,4,4,3,3,4,4,3,4,4,3,4,2,3,2,2,2,4,4,4,2,4,3,4,2,4,3,3,2,3,2,4,2,3,3,4,4,4,3,3,2,3,4,4,3,3,3,3,4,4,4,3,3,4,2,3,2,3,2,3,4,3,2,3,4,3,3,3,4,4,4,4,4,3,3,3,4,3,3,3,2,2,2,4,2,Female,4,5,Employed part time (up to 39 hours per week),Married,3.22,3.71,3.43,2.86,3.46,2.94,3.44,3.00,3.30,3.40,3.20,3.75,3.25,3.60,3.40,3.50,3.40,2.60,3.50,3.25,3.00,2.60,3.60,3.00,3.20,3.60,2.80,3.00,3.71,3.20,2.40,3.46,3.14,3.24
